id,cluster_name,authors,a1,title,affiliation,proceeding,location,a2,a3,pages,editor,a4,a5
452,goldman1990a,"sally a. goldman, michael j. kearns, and robert e. schapire.",,on the sample complexity of weak learning.,,"in proceedings of the third annual workshop on computational learning theory,",,"morgan kaufmann,",1990,pages 217-231.,,,
453,goldman1990a,"s. a. goldman, m. j. kearns, and r. e. schapire.",,on the sample complexity of weak learning.,,"in proceedings of the 3rd workshop on computational learning theory,","san ma-teo, ca,","morgan kaufmann,",1990,pages 217-231.,,,
454,goldman1990a,"sally a. goldman, michael j. kearns, and robert e. schapire.",,on the sample complexity of weak learning.,,"in proceedings of colt '90,",,"morgan kaufmann,",1990,pages 217-231.,,,
455,goldman1990a,"s. a. goldman, m. j. kearns, and r. e. schapire.",,on the sample complexity of weak learning.,,"in proc. 3rd annu. workshop on comput. learning theory,","san mateo, ca,","morgan kaufmann,",1990,pages 217-231.,,,
456,goldman1990a,"sally a. goldman, michael j. kerns, and robert e. schapire.",,on the sample complexity of weak learning.,,"in proceedings of the 1990 workshop on computational learning theory,","san mateo, ca, august 1990.",morgan kaufmann.,,"pages 217-231,",,,
457,goldman1990c,"sally a. goldman, ronald l. rivest, and robert e. schapire.",,learning binary relations and total orders.,"mit laboratory for computer science,","technical report mit/lcs/tm-413,",,,1989,,,"a preliminary version is available in proceedings of the thirtieth annual symposium on foundations of computer science, pages 46-51,",may
458,goldman1990c,"sally a. goldman, ronald l. rivest, and robert e. schapire.",,learning binary relations and total orders.,"mit laboratory for computer science,","technical report mit/lcs/tm-413,",,,1989,,,"a preliminary version is available in proceedings of the thirtieth annual symposium on foundations of computer science, pages 46-51,",may
459,goldman1991,"goldman, s. a. & kearns, m. j.",,on the complexity of teaching.,,proceedings of the fourth annual workshop on computational learning theory (pp.,"santa cruz, ca:",morgan kaufmann.,(1991).,303-314).,,,
460,goldman1991,s. a. goldman and m. j. kearns.,,on the complexity of teaching.,,"in proc. 4th annu. workshop on comput. learning theory,","san mateo, ca,","morgan kaufmann,",1991,pages 303-314.,,"to appear, journal of computer and system sciences.",
461,goldman1991,sally a. goldman and michael j. kearns.,,on the complexity of teaching.,,"in proceedings of the fourth annual workshop on computational learning theory,",,"morgan kaufmann,",1991,pages 303-315.,,,august
462,goldman1991,s. goldman and m. kearns.,,on the complexity of teaching.,,"in proceedings of the fourth annual workshop on computational learning theory,","santa cruz, ca, august 1991.",morgan kaufmann.,,"pages 303-314,",,,
463,goldman1991,"s. goldman and m. kearns,",,"on the complexity of teaching',",,"in proc. of the fourth annual workshop on computational learning theory,","santa cruz, ca,",morgan kaufmann.,"1991,","pp. 303-314,",,,august
464,goldman1991,s. goldman and m. kearns.,,on the complexity of teaching.,,"proceedings of the fourth annual workshop on computational learning theory,",,,1991,"pages 303-314,",,,
465,goldman1991,"goldman, s.a., and m.j. kearns.",,(1991) on the complexity of teaching.,,,colt 91.,,,,,,
466,goldman1991,s.a goldman and m.j. kearns.,,on the complexity of teaching.,,proceedings of the fourth annual workshop on computational learning theory.,,"morgan kaufmann,",1991,,"in m.k. war-muth and leslie valiant, editors,",,
467,goldman1991,s. a. goldman and m. j. kearns.,,on the complexity of teaching.,,"in proc. 4th annu. workshop on comput. learning theory,","san mateo, ca,","morgan kaufmann,",1991,pages 303-314.,,,
468,goldman1991,"goldman, s.a., and m.j. kearns,",,"on the complexity of teaching,'",,"proc. forth acm workshop on computational learning theory,",,,"1991,",pp. 303-314.,,,july
469,goldman1991,sally a. goldman and michael j. kearns.,,on the complexity of teaching.,,"in proceedings of the fourth annual workshop on computational learning theory,",,,1991,"pages 303-314,",,,august
470,goldman1991,s. goldman and m. kearns.,,on the complexity of teaching.,,"in colt-91,",,,1991,"pages 303314,",,,
471,goldman1991,sally a. goldman and michael j. kearns.,,on the complexity of teaching.,,"proceedings of the fourth annual workshop on computational learning theory,","santa cruz, ca, august 5-7 1991.",morgan kaufmann publishers.,,"pages 303-314,","in leslie g. valiant and manfred k. warmuth, editors,",,
472,goldman1993,"s. a. goldman, r. l. rivest, and r. e. schapire.",22(5),learning binary relations and total orders.,,"siam journal on computing,",,,1993,"1006-1034,",,,october
473,goldman1993,"s. a. goldman, r. l. rivest, and r. e. schapire.",22(5),learning binary relations and total orders.,,"siam journal on computing,",,,1993,"1006-1034,",,,october
474,goldman1993,"s. a. goldman, r. l. rivest, and r. e. schapire,","vol. 22, no. 5,","learning binary relations and total orders',",,"siam journal on computing,",,,1993,"pp. 1006-1034,",,,
475,goldman1993,"sally a. goldman, ronald l. rivest, and robert e. schapire.",22,learning binary relations and total orders.,,"siam journal of computing,",,,1993,"1006-1034,",,,october
476,goldman1993a,"s. a. goldman, m. j. kearns, and r. e. schapire.",,exact identification of read-once formulas using fixed points of amplification functions.,,"siam journal on computing,",,,(1993).,"22 , 705-726.",,,
477,goldman1993a,"s. a. goldman, m. j. kearns, and r. e. schapire.",22(4),exact identification of circuits using fixed points of amplification functions.,,"siam j. comput.,",,,1993,"705-726,",,,august
478,goldman1993a,"s. a. goldman, m. j. kearns, and r. e. schapire.","22 (1993),",exact identification of read-once formulas using fixed points of amplification functions.,,"siam journal on computing,",,,,705-726.,,,
479,goldman1993a,"s. a. goldman, m. j. kearns, and r. e. schapire.","22 (1993),",exact identification of read-once formulas using fixed points of amplification functions.,,"siam journal on computing,",,,,705-726.,,,
480,goldman1993a,"s. a. goldman, m. j. kearns, and r. e. schapire.",22(4),exact identification of circuits using fixed points of amplification functions.,,"siam j. comput.,",,,1993,"705-726,",,,august
481,goldman1993a,"s. a. goldman, m. j. kearns, and r. e. schapire.",22(4),exact identification of read-once formulas using fixed points of amplification functions.,,"siam j. comput.,",,,1993,"705-726,",,,
482,goldman1993a,"sally a. goldman, michael j. kearns, and robert e. schapire.",22(4),exact identifi-cation of circuits using fixed points of amplification functions.,,"siam journal on computing,",,,1993,"705-726,",,,august
483,goldman1993a,"sally a. goldman, michael j. kearns, and robert e. schapire.",22(4),exact identifi cation of circuits using fixed points of amplification functions.,,"siam journal on computing,",,,1993,"705-726,",,,august
484,goldman1993a,"s. a. goldman, m. j. kearns, and r. e. schapire.",22(4),exact identification of read-once formulas using fixed points of amplification functions.,,"siam j. comput.,",,,1993,"705-726,",,,
485,goldman1993a,"s. goldman, m. kearns, and r. schapire.",22(4),exact identification of circuits using fixed points of amplification functions.,,"siam j. comput.,",,,1993,"705-726,",,,august
486,goldman1995,s. a. goldman and m. j. kearns.,50(1),on the complexity of teaching.,,"journal of computer and system sciences,",,,1995,"20-31,",,,
487,goldman1995,"goldman, s. a., & kearns, m. j.",,on the complexity of teaching.,,jcss 50(1):,,,(1995).,20-31.,,,
488,goldman1995,s. a. goldman and m. j. kearns.,50(1),on the complexity of teaching.,,"journal of computer and system sciences,",,,1995,"20-31,",,,february
489,goldman1995,s. a. goldman and m. j. kearns.,50(1),on the complexity of teaching.,,"journal of computer and system sciences,",,,1995,"20-31,",,,
490,goldman1995,s. a. goldman and m. j. kearns.,50(1),on the complexity of teaching.,,"journal of computer and system sciences,",,,1995,"20-31,",,,february
491,haussler1988,"d. haussler, m. kearns, n. littlestone, m. warmuth.",,equivalence of models for polynomial learnability.,"and university of california at santa cruz information sciences department,","technical report number ucsc-crl-88-06,",,"morgan kaufmann publishers,",1988,"pp. 42-55,",,,
492,haussler1988,"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.",,equivalence of models for polynomial learnability.,,information and computation.,,,1988,,,"to appear. a preliminary version is available in proceedings of the 1988 workshop on computational learning theory, pages 42-55,",
493,haussler1988,"d. haussler, m. kearns, n. littlestone, m. warmuth.",,equivalence of models for polynomial learnability.,"and university of california at santa cruz information sciences department,","technical report number ucsc-crl-88-06,",,"morgan kaufmann publishers,",1988,"pp. 42-55,",,,
494,haussler1988,"david haussler, michael kearns, nick littlestone, and manfred k. war-muth.",,equivalence of models for polynomial learnability.,,"in proceedings of the 1988 workshop on computational learning theory,","cambridge, ma,",,1988,morgan-kaufmann.,,,august
495,haussler1988,"d. haussler, m. kearns, n. littlestone, m. warmuth.",,equivalence of models for polynomial learnability.,"and university of california at santa cruz information sciences department,","technical report number ucsc-crl-88-06,",,"morgan kaufmann publishers,",1988,"pp. 42-55,",,,
496,haussler1988,"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.",,equivalence of models for polynomial learnability.,,"in proceedings of the 1988 workshop on computational learning theory,",,"morgan kaufmann,",1988,pages 42-55.,,,august
497,haussler1991,"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.",95(2),equivalence of models for polynomial learnability.,,"information and computation,",,,1991,"129-161,",,,december
498,haussler1991,"d. haussler, m. kearns, n. littlestone, and m. k. war-muth.",95(2),equivalence of models for polynomial learnability.,,"inform. comput.,",,,1991,"129-161,",,,december
