ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes
the database group at national technical university of athens ( ntua ),corporate national technical univ. of athens,acm sigmod record,1995,the database group at national technical university of athens ( ntua ),"timos k. sellis , yannis vassiliou",sigmod record,1997,"('year',)"
expiring data in a warehouse,"wilburt labio , jun yang , hector garcia-molina",vldb,1998,expiring data in a warehouse,"hector garcia-molina , wilburt labio , jun yang",very large data bases,1997,"('year',)"
expiring data in a warehouse,"wilburt labio , jun yang , hector garcia-molina",vldb,1998,eliminating fuzzy duplicates in data warehouses,"hector garcia-molina , wilburt labio , jun yang",very large data bases,1998,"('title',)"
expiring data in a warehouse,"wilburt labio , jun yang , hector garcia-molina",vldb,1998,expiring data in a warehouse,"rohit ananthakrishna , venkatesh ganti , surajit chaudhuri",very large data bases,1998,"('authors',)"
expiring data in a warehouse,"wilburt labio , jun yang , hector garcia-molina",vldb,1998,expiring data in a warehouse,"hector garcia-molina , wilburt labio , jun yang",very large data bases,2002,"('year',)"
expiring data in a warehouse,"hector garcia-molina , wilburt labio , jun yang",very large data bases,1998,expiring data in a warehouse,"wilburt labio , jun yang , hector garcia-molina",vldb,1997,"('year',)"
expiring data in a warehouse,"hector garcia-molina , wilburt labio , jun yang",very large data bases,1998,issues in developing very large data warehouses,"wilburt labio , jun yang , hector garcia-molina",vldb,1998,"('title',)"
expiring data in a warehouse,"hector garcia-molina , wilburt labio , jun yang",very large data bases,1998,knowledge discovery in data warehouses,"wilburt labio , jun yang , hector garcia-molina",vldb,1998,"('title',)"
expiring data in a warehouse,"hector garcia-molina , wilburt labio , jun yang",very large data bases,1998,expiring data in a warehouse,"wilburt labio , jun yang , hector garcia-molina",vldb,2000,"('year',)"
design and management of data warehouses : report on the dmdw '99 workshop,"martin staudt , yannis vassiliou , manfred a. jeusfeld , stella gatziu",sigmod record,1999,workshop report on experiences using object data management in the real-world,"stella gatziu , manfred jeusfeld , martin staudt , yannis vassiliou",acm sigmod record,1999,"('title',)"
design and management of data warehouses : report on the dmdw '99 workshop,"martin staudt , yannis vassiliou , manfred a. jeusfeld , stella gatziu",sigmod record,1999,design and management of data warehouses report on the dmdw '99 workshop,"stella gatziu , manfred jeusfeld , martin staudt , yannis vassiliou",sigmod record,1999,"('venue',)"
design and management of data warehouses : report on the dmdw '99 workshop,"martin staudt , yannis vassiliou , manfred a. jeusfeld , stella gatziu",sigmod record,1999,design and management of data warehouses report on the dmdw '99 workshop,"stella gatziu , manfred jeusfeld , martin staudt , yannis vassiliou",acm sigmod record,1998,"('year',)"
cost estimation of user-defined methods in object-relational database systems,"kinji ono , jihad boulos",sigmod record,1999,"olap , relational , and multidimensional database systems","jihad boulos , kinji ono",acm sigmod record,1999,"('title',)"
cost estimation of user-defined methods in object-relational database systems,"kinji ono , jihad boulos",sigmod record,1999,cost estimation of user-defined methods in object-relational database systems,"jihad boulos , kinji ono",acm sigmod record,1996,"('year',)"
cost estimation of user-defined methods in object-relational database systems,"kinji ono , jihad boulos",sigmod record,1999,converting relational to object-oriented databases,"jihad boulos , kinji ono",acm sigmod record,1999,"('title',)"
cost estimation of user-defined methods in object-relational database systems,"kinji ono , jihad boulos",sigmod record,1999,cost estimation of user-defined methods in object-relational database systems,"jihad boulos , kinji ono",acm sigmod record,1997,"('year',)"
cost estimation of user-defined methods in object-relational database systems,"kinji ono , jihad boulos",sigmod record,1999,managing intervals efficiently in object-relational databases,"jihad boulos , kinji ono",acm sigmod record,1999,"('title',)"
cost estimation of user-defined methods in object-relational database systems,"kinji ono , jihad boulos",sigmod record,1999,cost estimation of user-defined methods in object-relational database systems,"jihad boulos , kinji ono",acm sigmod record,2000,"('year',)"
cost estimation of user-defined methods in object-relational database systems,"kinji ono , jihad boulos",sigmod record,1999,sideway value algebra for object-relational databases,"jihad boulos , kinji ono",acm sigmod record,1999,"('title',)"
cost estimation of user-defined methods in object-relational database systems,"kinji ono , jihad boulos",sigmod record,1999,cost estimation of user-defined methods in object-relational database systems,"jihad boulos , kinji ono",acm sigmod record,2002,"('year',)"
cost estimation of user-defined methods in object-relational database systems,"jihad boulos , kinji ono",acm sigmod record,1999,cost estimation of user-defined methods in object-relational database systems,"kinji ono , jihad boulos",sigmod record,2001,"('year',)"
incremental computation of nested relational query expressions,"leo mark , lars bækgaard",acm trans . database syst .,1995,on the computation of relational view complements,"lars baekgaard , leo mark",acm transactions on database systems ( tods ),1995,"('title',)"
incremental computation of nested relational query expressions,"leo mark , lars bækgaard",acm trans . database syst .,1995,incremental computation of nested relational query expressions,"lars baekgaard , leo mark",acm transactions on database systems ( tods ),2003,"('year',)"
incremental computation of nested relational query expressions,"lars baekgaard , leo mark",acm transactions on database systems ( tods ),1995,incremental computation and maintenance of temporal aggregates,"leo mark , lars bækgaard",acm trans . database syst .,1995,"('title',)"
incremental computation of nested relational query expressions,"lars baekgaard , leo mark",acm transactions on database systems ( tods ),1995,incremental computation of nested relational query expressions,"leo mark , lars bækgaard",acm trans . database syst .,2003,"('year',)"
selectivity estimation in spatial databases,"viswanath poosala , sridhar ramaswamy , swarup acharya",sigmod conference,1999,an introduction to spatial database systems,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999,"('title',)"
selectivity estimation in spatial databases,"viswanath poosala , sridhar ramaswamy , swarup acharya",sigmod conference,1999,selectivity estimation in spatial databases,ralf hartmut güting,international conference on management of data,1999,"('authors',)"
selectivity estimation in spatial databases,"viswanath poosala , sridhar ramaswamy , swarup acharya",sigmod conference,1999,selectivity estimation in spatial databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,1994,"('year',)"
selectivity estimation in spatial databases,"viswanath poosala , sridhar ramaswamy , swarup acharya",sigmod conference,1999,time-parameterized queries in spatio-temporal databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999,"('title',)"
selectivity estimation in spatial databases,"viswanath poosala , sridhar ramaswamy , swarup acharya",sigmod conference,1999,selectivity estimation in spatial databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,2002,"('year',)"
selectivity estimation in spatial databases,"viswanath poosala , sridhar ramaswamy , swarup acharya",sigmod conference,1999,selectivity estimation in spatial databases,"christos faloutsos , alberto belussi",international conference on management of data,1999,"('authors',)"
selectivity estimation in spatial databases,"viswanath poosala , sridhar ramaswamy , swarup acharya",sigmod conference,1999,selectivity estimation in spatial databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,1995,"('year',)"
