ltable_authors,ltable_booktitle,ltable_date,ltable_editor,ltable_address,ltable_institution,ltable_journal,ltable_month,ltable_note,ltable_pages,ltable_publisher,ltable_tech,ltable_title,ltable_category,ltable_volume,ltable_year,rtable_authors,rtable_booktitle,rtable_date,rtable_editor,rtable_address,rtable_institution,rtable_journal,rtable_month,rtable_note,rtable_pages,rtable_publisher,rtable_tech,rtable_title,rtable_category,rtable_volume,rtable_year,alteredAttributes,originalRightId
"Utgoff, P.","In Machine Learning,",,,"Los Altos, CA.",,,,,,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,volume 2.,(1986).,Paul E. Utgoff.,"In ML-94 ,",,Editors: William W. Cohen and Haym Hirsh.,,,,,,pages 318-325.,,,Shift Of Bias For Inductive Concept Learning.,,,,"('title',)",0@1828
P. Utgoff.,,,"In R. S. Michalshi, J. G. Carbonell, and T. M. Mitchell, editors,","Los Altos, Ca,",,"Machine Learning,",,,page 107.,"Morgan Kaufman,",,Shift Of Bias For Inductive Concept Learning.,,,1986.,Paul E. Utgoff.,,,,,,"Machine Learning,",,,"161-186,",,,Shift of bias for inductive concept learning.,,4,1989.,"('title',)",1@1681
P. Utgoff.,"In Machine Learning:  An Artificial Intelligence Approach,",,,"San Mateo, CA, USA,",,,,,,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,volume III.,1986.,Carla E. Brodley and Paul E. Utgoff.,,,,,,"Machine Learning,",,,"45-77,",,,Shift of bias for inductive concept learning.,,19,1995.,"('title',)",0@1205
Carla E. Brodley and Paul E. Utgoff.,,,,,,"Machine Learning,",,,"45-77,",,,Multivariate decision trees.,,19,1995.,"Utgoff, P. E.","Proceedings of the Seventh National Conference on Artificial Intelligence,",,,,,,,,pages 601-606.,,,Multivariate Decision Trees.,,,(1988).,"('title',)",0@1619
"Brodley, C.E., and Utgoff, P.E.",,,,,,Machine Learning.,,,,,,Multivariate Decision Trees.,,,1994.,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Multivariate decision trees.,,"Volume II,",1986.,"('title',)",1@1582
"Brodley, C.E. and Utgoff P.E.",,,,,,Machine Learning,,,45-77.,,,"Multivariate Decision Trees,",,"19,","(1995),",Utgoff P. E. Mitchell Tom M. and Banerji R. B.,In Machine Learning.,,,,,,,,,"Tioga,",,Multivariate decision trees.,,,1982.,"('title',)",1@1489
"Brodley, C. E., & Utgoff, P. E.",,,,,,"Machine Learning,",,,45-77.,,,Multivariate decision trees.,,"19 (1),",(1995).,Paul E. Utgoff.,,,,,,"Machine Learning,",,,"161-186,",,,"Multivariate decision trees,",,4,1989.,"('title',)",0@1682
"C.E. Brodley and P.E. Utgoff,",,,,,,"Machine Learning,",,,,,,"Multivariate decision trees,",,,1995.,Utgoff P. E. Mitchell Tom M. and Banerji R. B.,In Machine Learning.,,,,,,,,,"Tioga,",,Multivariate decision trees.,,,1982.,"('title',)",1@1489
"Brodley, C. E. and Utgoff, P. E.",,,,,,Machine Learning,,,45-77.,,,"Multivariate decision trees,",,19:,(1995).,Paul E. Utgoff.,,,,,,"Machine Learning,",,,"161-186,",,,"Multivariate decision trees,",,4,1989.,"('title',)",0@1682
"Utgoff, P.","In Machine Learning,",,,"Los Altos, CA.",,,,,,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,volume 2.,(1986).,"Fahlman, S.E.",In Proceedings of the 1988 Connectionist Models Summer School.,1988.,,,,,,,,Morgan-Kaufmann.,,Shift of bias for inductive concept learning.,,,,"('title',)",1@165
"D. W. Aha, D. Kibler & M. K. Albert.",,,,,,Machine Learning,,,37-66.,,,(1991) Instance-based learning algorithms.,,6(1),,"A. Mehra, Z. Wang, and K. Shin,",,,,,,,,"available at ftp://rtcl.eecs.umich.edu/outgoing/ashish/selfparam.ps, June 1998. 27",,,,`Instance-based learning algorithms'.,,,,"('title',)",1@1363
Paul E. Utgoff.,"In ML-94 ,",,Editors: William W. Cohen and Haym Hirsh.,,,,,,pages 318-325.,,,An improved algorithm for incremental induction of decision trees.,,,,"Fahlman, S.E.","Proceedings of the 1988 Connectionist Models Summer School,",1989.,"In D. Touretzky, G. Hinton & T. Sejnowski, eds.",San Mateo).,,,,,38-51,"(Morgan Kaufman,",,An improved algorithm for incremental induction of decision trees.,,,,"('title',)",1@115
"Utgoff, P. E.",Machine learning.,,"In R. S. Michalski, J. G. Carbonell, & T.",,,,,,,,,Shift of Bias for Inductive Concept Learning.,,,(1986).,"Fawcett, T. and Utgoff, P.",Proceedings of the Eighth International Workshop on Machine Learning,,,"Evanston, Ill.",,,,,(pp. 137-141).,,,Shift of bias for inductive concept-learning.,,,(1991).,"('title',)",1@1320
"Aha, D. and Kibler, D.",Proceedings of the Eleventh International Joint Conference on 39 Artificial Intelligence,,,"Detroit, MI:",,,,,(pp. 794-799).,Morgan Kaufmann.,,Noise-tolerant instace-based learning algorithms.,,,(1989),"Utgoff, P. E., & Mitchell, T. M.",Proceedings of the Second National Conference on Artificial Intelligence,,,"Pittsburgh, PA:",,,,,(pp.  414-417).,Morgan Kaufmann.,,Noise-Tolerant Instance-Based Learning Algorithms.,,,(1982).,"('title',)",1@1486
"P. Utgoff,","Machine Learning: An Artificial Intelligence Approach 2 (Springer-Verlag,",,"in: R.S. Mickalski, J.G Carbonell and T.M. Mitchell, eds.,","Palo Alto (CA),",,,,,107-149.,,,"Shift of bias for inductive concept learning,.",,,1986),Paul E. Utgoff.,,,,,,"Machine Learning,",,,"161-186,",,,Shift of bias for inductive concept learning.,,4,1989.,"('title',)",1@1681
"Utgoff, P. E., & Brodley, C. E.","In Proceedings of the Seventh International Conference on Machine Learning,",,,"Los Altos, CA.",,,,,pp. 58-65.,Morgan Kaufmann.,,An incremental method for finding multivariate splits for decision trees.,,,(1990).,P. Utgoff. ID5:,"In Proc. 5th Intl. Conf. Mach. Learning,",,,,,,,,pages 107-120.,"Morgan Kaufmann,",,An incremental method for finding multivariate splits for decision trees.,,,1988.,"('title',)",1@1607
"Fahlman, Scott.",,1988.,,,"Department of Computer Science, Carnegie Mellon University.",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in back-propagation networks.,,,,S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky, editor,",,,,,,,"Morgen Kaufmann,",,"An empirical study of learning speed in backpropagation networks,",,2.,,"('title',)",1@372
Scott Elliott Fahlman.,,1974.,,,,"Artificial Intelligence,",,,"1-49,",,,A planning system for robot construction tasks.,,5(1),,"Brodley, C. E., & Utgoff, P. E.",,,,,,"Machine Learning,",,,,,,A planning system for robot construction tasks.,,,(1994).,"('title',)",1@1179
"Utgoff, P.",Machine Learning: An Artificial Intelligence Approach II.,,"editors In Michalski, R.; Carbonell, J.; and Mitchell, T.,","Los Altos, CA.",,,,,107-148.,Morgan Kaufmann:,,Shift of bias for inductive concept learning.,,,"1986,","Brodley, C. E. and Utgoff P. E.",,,,,,"Machine Learning,",,,45-77.,,,Shift of bias for inductive concept learning.,,"19,",(1995).,"('title',)",1@1173
"Utgoff, P.E.,","Machine Learning: An Artificial Intelligence Approach,",,"J.G. Carbonell and T.M. Mitchell (Eds.) R.S. Michalski (Eds.),","Los Altos, CA,",,,,,,"Morgan Kaufmann,",,"Shift of Bias for Inductive Learning,",,"Vol. II,",1986.,P. E. Utgoff.,,,,,,"Connection Science,",,,"377-391,",,,Shift of bias for inductive concept learning.,,1(4),1989.,"('title',)",1@1725
Paul E. Utgoff.,,,,,,"Machine Learning,",,,"161-186,",,,Incremental induction of decision trees.,,4,1989.,"Utgoff, P. E.",,,,"University of Massachusetts, Amherst.",,,,,,,,Incremental induction of decision trees.,"Technical Report 05-18,",,"(1995),","('title',)",1@1840
