ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes
microsoft student with encarta premium 2008 dvd,microsoft,49.95,microsoft student with encarta premium 2008 complete package,microsoft,5479.0,"('title',)"
microsoft student with encarta premium 2008 dvd,microsoft,49.95,microsoft visual studio team edition for software architect 2005 with msdn premium,microsoft,43.6,"('price',)"
microsoft student with encarta premium 2008 dvd,microsoft,49.95,microsoft student with encarta premium 2008 complete package,microsoft,10949.0,"('title',)"
microsoft student with encarta premium 2008 complete package,,43.6,microsoft student with encarta premium 2008 dvd,,369.99,"('title',)"
microsoft student with encarta premium 2008 complete package,,43.6,microsoft student with encarta premium 2008 dvd,,349.95,"('title',)"
microsoft student with encarta premium 2008 complete package,,43.6,microsoft student with encarta premium 2008 dvd,,79.99,"('title',)"
microsoft student with encarta premium 2008 complete package,,43.6,microsoft student with encarta premium 2008 dvd,,69.99,"('title',)"
microsoft student with encarta premium 2008 complete package,,43.6,microsoft student with encarta premium 2008 dvd,,349.99,"('title',)"
microsoft student with encarta premium 2008 complete package,,43.6,microsoft student with encarta premium 2008 dvd,,50.39,"('title',)"
microsoft student with encarta premium 2008 complete package,,43.6,microsoft student with encarta premium 2008 dvd,,146.95,"('title',)"
microsoft student with encarta premium 2008 complete package,,43.6,microsoft student with encarta premium 2008 dvd,,134.99,"('title',)"
microsoft student with encarta premium 2008 complete package,,43.6,microsoft student with encarta premium 2008 dvd,,145.99,"('title',)"
microsoft student with encarta premium 2008 complete package,,43.6,microsoft student with encarta premium 2008 dvd,,239.99,"('title',)"
microsoft student with encarta premium 2008 complete package,,43.6,microsoft student with encarta premium 2008 dvd,,23.53,"('title',)"
microsoft student with encarta premium 2008 complete package,,43.6,microsoft student with encarta premium 2008 dvd,,49.92,"('title',)"
microsoft office small business 2007 full version,microsoft,449.95,microsoft w87-02380 office sbe 2007 win32,microsoft,349.0,"('title',)"
microsoft office small business 2007 full version,microsoft,449.95,microsoft w87-02380 office sbe 2007 win32,microsoft,159.98,"('title',)"
microsoft office small business 2007 full version,microsoft,449.95,microsoft w87-02380 office sbe 2007 win32,microsoft,239.99,"('title',)"
microsoft office small business 2007 full version,microsoft,449.95,microsoft w87-02380 office sbe 2007 win32,microsoft,149.99,"('title',)"
microsoft office small business 2007 full version,microsoft,449.95,microsoft w87-02380 office sbe 2007 win32,microsoft,399.99,"('title',)"
microsoft office small business 2007 full version,microsoft,449.95,microsoft w87-02380 office sbe 2007 win32,microsoft,79.95,"('title',)"
microsoft office small business 2007 full version,microsoft,449.95,microsoft w87-02380 office sbe 2007 win32,microsoft,99.95,"('title',)"
microsoft office small business 2007 full version,microsoft,449.95,microsoft w87-02380 office sbe 2007 win32,microsoft,109.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,129.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,109.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,168.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,257.71,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,231.29,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,88.8,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,399.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,234.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,109.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,399.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,109.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,186.73,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,249.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,239.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,219.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,299.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,149.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,176.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft academic microsoft office project 2003 professional,,449.95,"('price',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,124.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office basic edition 2003 license and media,,449.95,"('price',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,36.39,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,78.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,215.5,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,303.9,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,199.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,289.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,666.65,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,89.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft money 2007 home and business ( pc ),,449.95,"('price',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007 full version,,9654.16,"('title',)"
microsoft office small business 2007,microsoft software,735.33,microsoft w87-02380 office sbe 2007 win32,microsoft,349.0,"('title',)"
microsoft office small business 2007,microsoft software,735.33,microsoft w87-02380 office sbe 2007 win32,microsoft,159.98,"('title',)"
microsoft office small business 2007,microsoft software,735.33,microsoft w87-02380 office sbe 2007 win32,microsoft,239.99,"('title',)"
microsoft office small business 2007,microsoft software,735.33,microsoft w87-02380 office sbe 2007 win32,microsoft,149.99,"('title',)"
microsoft office small business 2007,microsoft software,735.33,microsoft w87-02380 office sbe 2007 win32,microsoft,79.95,"('title',)"
microsoft office small business 2007,microsoft software,735.33,microsoft w87-02380 office sbe 2007 win32,microsoft corp,,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,129.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,249.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,109.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,168.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,369.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,349.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,109.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,69.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,399.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,234.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,79.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,99.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,99.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,229.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office accounting professional 2007 ( pc ),,735.33,"('price',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,249.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,169.56,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,148.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,239.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,299.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,299.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,124.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office basic edition 2003 license and media,,735.33,"('price',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,229.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,498.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,36.39,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,29.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,78.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,303.9,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,199.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,289.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,666.65,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,9654.16,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,146.95,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,331.77,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,1834.4,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,t74-00004 microsoft windows small business server 2003 license 20 additional user cals,,735.33,"('price',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,272.38,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,249.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,134.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,67.94,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,palo-alto-software,88.83,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,23.33,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,83.99,"('title',)"
microsoft w87-02380 office sbe 2007 win32,,400.34,microsoft office small business 2007,,16.9,"('title',)"
microsoft mappoint 2006 with gps,microsoft,349.0,microsoft mappoint 2006 with gps locator ( pc ),microsoft,239.99,"('title',)"
microsoft mappoint 2006 with gps,microsoft,349.0,microsoft mappoint 2006 with gps locator ( pc ),microsoft,399.99,"('title',)"
microsoft mappoint 2006 with gps,microsoft,349.0,microsoft mappoint 2006 with gps locator ( pc ),microsoft,109.99,"('title',)"
microsoft mappoint 2006 with gps,microsoft,349.0,microsoft mappoint 2006 with gps locator ( pc ),microspot ltd.,99.95,"('title',)"
microsoft mappoint 2006 with gps,microsoft,349.0,microsoft mappoint 2006 with gps locator ( pc ),microsoft,49.95,"('title',)"
microsoft mappoint 2006 with gps,microsoft,349.0,microsoft mappoint 2006 with gps locator ( pc ),microsoft,99.0,"('title',)"
microsoft mappoint 2006 with gps,microsoft,349.0,microsoft mappoint 2006 with gps locator ( pc ),microsoft,229.99,"('title',)"
microsoft mappoint 2006 with gps,microsoft,349.0,microsoft word 2004 ( mac ),microsoft,349.99,"('price',)"
microsoft mappoint 2006 with gps,microsoft,349.0,microsoft mappoint 2006 with gps locator ( pc ),microsoft corp,49.95,"('title',)"
microsoft mappoint 2006 with gps,microsoft,349.0,microsoft mappoint 2006 with gps locator ( pc ),microsoft,249.99,"('title',)"
microsoft mappoint 2006 with gps locator ( pc ),,349.99,microsoft mappoint 2006 with gps,,29.99,"('title',)"
microsoft mappoint 2006 with gps locator ( pc ),,349.99,microsoft mappoint 2006 with gps,,209.99,"('title',)"
microsoft mappoint 2006 with gps locator ( pc ),,349.99,microsoft mappoint 2006 with gps,,79.99,"('title',)"
microsoft mappoint 2006 with gps locator ( pc ),,349.99,microsoft mappoint 2006 with gps,,108.87,"('title',)"
microsoft mappoint 2006 with gps locator ( pc ),,349.99,microsoft mappoint 2006 with gps,,69.99,"('title',)"
microsoft mappoint 2006 with gps locator ( pc ),,349.99,microsoft mappoint 2006 with gps,,99.95,"('title',)"
microsoft mappoint 2006 with gps locator ( pc ),,349.99,microsoft mappoint 2006 with gps,,43.6,"('title',)"
microsoft mappoint 2006 with gps locator ( pc ),,349.99,microsoft mappoint 2006 with gps,,400.34,"('title',)"
microsoft mappoint 2006 with gps locator ( pc ),,349.99,microsoft mappoint 2006 with gps,,99.99,"('title',)"
microsoft mappoint 2006 with gps locator ( pc ),,349.99,microsoft mappoint 2006 with gps,,329.99,"('title',)"
microsoft mappoint 2006 with gps locator ( pc ),,349.99,microsoft mappoint 2006 with gps,,109.99,"('title',)"
microsoft mappoint 2006 with gps locator ( pc ),,349.99,microsoft mappoint 2006 with gps,,399.95,"('title',)"
microsoft mappoint 2006 with gps locator ( pc ),,349.99,microsoft mappoint 2006 with gps,,109.99,"('title',)"
microsoft mappoint 2006 with gps locator ( pc ),,349.99,microsoft mappoint 2006 with gps,,109.95,"('title',)"
microsoft mappoint 2006 with gps locator ( pc ),,349.99,microsoft mappoint 2006 with gps,,99.99,"('title',)"
microsoft mappoint 2006 with gps locator ( pc ),,349.99,microsoft mappoint 2006 with gps,,228.95,"('title',)"
microsoft mappoint 2006 with gps locator ( pc ),,349.99,microsoft mappoint 2006 with gps,,50.39,"('title',)"
microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft microsoft office 2004 software suite mac apple & mac software,microsoft,349.0,"('title',)"
microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft mappoint 2006 with gps,microsoft,399.95,"('price',)"
microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft microsoft office 2004 software suite mac apple & mac software,microsoft,449.95,"('title',)"
microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft microsoft office 2004 software suite mac apple & mac software,microsoft,109.99,"('title',)"
microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft microsoft office 2004 software suite mac apple & mac software,microsoft corporation,,"('title',)"
microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft microsoft office 2004 software suite mac apple & mac software,microsoft,229.99,"('title',)"
