ltable_title,ltable_description,ltable_brand,rtable_title,rtable_description,rtable_brand,label,id
tp link tl sg1024d 24 port gigabit desk rackmount switch,tp link tl sg1024d 24 port gigabit desk rackmount switch,tp link,tp link tl wdn4800 450mbps pci express wifi adapter ccl computers,tp link s 450mbps wireless n dual band pci express adapter tl wdn4800 allows you to connect a desktop computer to a wireless network and access a high speed wireless network connection complying with ieee 802 11a b g n the device can use the 2 4ghz or 5ghz channels and provide wireless speeds of up to 450mbps which is ideal for users seeking a highly robust bandwidth intensive wireless networking experience particularly with hd video streaming and online gaming dual band is the latest wireless technology allowing the adaptor to connect with a 2 4ghz or 5ghz network this allows you to check e mail and browse the internet using the 2 4ghz band or stream hd movies and other media on the 5ghz band the advantage of working on the 5ghz band is that unlike the crowded 2 4ghz band shared with microwaves cordless phones and other wireless networks it has much less interference and can provide a more stable wireless signal which is ideal for online gaming and hd video streaming both the adaptor s 2 4ghz and 5ghz bands support the maximum speed of up to 450mbps which generates a maximum theoretical wireless throughput bringing you a limitless wireless experience wpa wpa2 encryption standards ensure your wireless connection is safe from intruders tl wdn4800 comes with a cd utility that helps you complete the software installation and wireless network settings including security configurations and wireless connection which makes setting up your network so easy that even for novice users should be up and running in minutes,tp link,0,14598254#17275237
asus rog strix z270g gaming prijzen tweakers,,,asus b250m a prime,placa base matx lga1151 intel b250 4xram dual ddr4 2400 6sata3 2m 2 realtek gigabit 5usb3,,0,119322#10575992
apple 21 5 2 5ghz intel quad core i5 imac desktop computer z0h60004a abt,,apple,fair condition apple imac 27 inch 3 5ghz quad core i7 late 2013 me089ll a macofalltrades,this unit has a chip on the bottom left corner of the display apple part number me089ll a hardware configuration 27 inch led backlit glossy widescreen tft lcd display with ips 2560x1440 resolution3 5ghz quad core intel core i7 processor with turbo boost up to 3 9ghz8 0gb 4x2 0gb pc3 12800 1600mhz ddr3 so dimm supports up to 32 0gb256gb flash storagenvidia geforce gtx 775m graphics with 2gb of gddr5 memoryairport extreme wireless card 802 11ac bluetooth 4 0built in facetime hd camera2 thunderbolt ports4 usb 3 0 ports1 ethernet port1 secure digital sdxc slotpower cable included,,0,3756041#17132331
"xta 3510 300 gb 10k sun hp fc al hdd , null",description sun 300gb 10k rpm 3 5 inch hot plug fibre channel hard drivepart number s part xta 3510,sun,dg0300bahzq hp 300 gb 3g 10k 2 5 dp sas hdd,description 300gb 2 5 inch serial attached scsi sas sff 3g dual port hot plug 10k hard drivein hpe drive tray as pictured for g1 g7 proliant serversgenuine number and firmwaregenuine certified drivepart s option part 492620 b21 spare 493083 001 assembly 492619 002 model dg0300bahzq,hp enterprise,0,13849558#8629660
hp reman l5640 dl380g7 kit 587507 b21 add in processors cpus cdwg com,,,"null , 507825 b21 hp xeon e5506 2 13ghz bl280c g6 new wholesale price",description hp intel xeon e5506 bl280c g6 2 13ghz 4 core 4mb 80w full processor option kitpart number s manufacturer part 507825 b21,hp enterprise,0,4453841#14137211
"null , 603608 b21 hp xeon x7560 2 26ghz bl620c g7 new wholesale price",description hp intel xeon x7560 bl620c g7 2 26ghz 8 core 24mb 130w full processor option kitpart number s manufacturer part 603608 b21,hp enterprise,"null , 507825 b21 hp xeon e5506 2 13ghz bl280c g6 new wholesale price",description hp intel xeon e5506 bl280c g6 2 13ghz 4 core 4mb 80w full processor option kitpart number s manufacturer part 507825 b21,hp enterprise,0,17096481#14137211
apple smart keyboard and folio case english mjyr2ll a tablet keyboards cdwg com,for many a keyboard remains a convenient way to get work done or get thoughts down smart keyboard completely reimagines this centuries old invention to add even more flexibility to ipad pro with the technologies that free you from switches plugs and even pairing the smart keyboard is the perfect blend of full size utility and outstanding portability,,apple ipad pro 12 9 retina display 256gb wifi space gray mp6g2ll a,,,0,6433117#7541340
lenovo thinkserver rd350 rack mountable xeon e5 2620v4 2 1 ghz 16 gb 70qk000xux x86 based servers cdw com,balanced performance means the lenovo thinkserver rd350 is loaded with the features you need and nothing you don t all in a slim 1u design advanced processor gives you outstanding performance for your workloads with high reliability features such as embedded raid and hot swap and redundant power you get peace of mind that your data is safe and your system is available this enterprise class server has just the right amount of computing power for your infrastructure collaboration and line of business applications,,lenovo topseller thinkserver rd350 intel 2 1ghz xeon 70qk000xux,,,1,16546885#2798879
thinkpad 180 gb m 2 sata opal solid state drive storage lenovo australia,,,ssd 750 evo 2 5 sata iii 120gb,"cost effective ssd featuring turbowrite and rapid mode for ultrafast computing , nand flash based lightweight shock vibration resistant",,0,8768452#17346839
thinkpad backpack mochila pro 15 6 negro black friday 2017,,,hp chroma 11 6 inch zwart blauw prijzen tweakers,,,0,15397667#9533446
supermicro superchassis 842tq 865b prijzen tweakers,,,asus pce ac55bt pci express x1 802 11a b g n ac wi fi adapter pcpartpicker,,asus,0,12375031#1149584
apple 21 5 2 7ghz intel quad core i5 imac desktop computer accessories for z0m5tbd3 abt,,apple,apple 21 5 2 7ghz intel quad core i5 imac desktop computer z0m500063 abt,,apple,1,16091566#10790913
cart o mem ria sandisk ultra uhs i microsdhc 32gb classe 10 pcdiga,os dispositivos m veis atuais oferecem recursos avan ados de fotografia e v deo para que voc possa gravar todos os momentos excitantes da vida os cart es de mem ria sandisk ultra permitem que voc capture transporte e mantenha todos esses momentos nas pontas dos dedos classifica o de velocidade classe 10 para captura de v deo full hdeste cart o de mem ria oferece classifica o de v deo classe 10 para grava o de v deo de alta qualidade para que voc possa capturar v deo full hd sem perdas os cart es permitem que voc armazene muitos arquivos de v deo full hd antes de ter que transferir os arquivos para o seu computador adicione armazenamento a smartphones e tablets androidos cart es de mem ria uhs i sandisk ultra microsdhc e microsdxc uhs i s o companhias ideais para smartphones e tablets android de alto desempenho o armazenamento adicional do cart o significa que voc pode tirar mais fotografias e v deos sem ter que se preocupar com o espa o fa a backup com facilidade da sua m dia favorita com o aplicativo sandisk memory zoneo aplicativo sandisk memory zone dispon vel na google play store faz com que seja f cil visualizar aceder e fazer backup de todos os seus arquivos da mem ria do seu telefone num local conveniente voc pode configurar o aplicativo para descarregar os arquivos da mem ria interna do seu dispositivo para o seu cart o de mem ria automaticamente design resistenteos cart es sandisk microsdhc e microsdxc uhs i s o prova de gua prova de choque prova de raio x para proteger as suas mem rias contra os infort nios da vida leve o seu telefone ou tablet para a neve a piscina ou o deserto o seu cart o sobreviver mesmo que o seu dispositivo n o sobreviva inclui adaptador sdos cart es de mem ria uhs i sandisk ultra microsdhc e microsdxc d o lhe a si a liberdade de manter todos os seus arquivos digitais consigo no seu smartphone ou tablet al m disso o adaptador sd inclu do permite que voc mova arquivos com facilidade entre outros dispositivos compat veis com sd como c maras digitais e computadores capacidade 32gb desempenho velocidade de leitura de at 48mb s classe classe 10 prote o prova d gua prova de choque e prova de raio x,sandisk,sdsdqm 016g b35 nr netram,sd card micro 16gb sdhc,,0,8948008#2394643
crucial 750gb solid state drive ssd ct750mx300ssd1 ln73321 scan uk,750gb crucial mx300 sata iii 6gb s 2 5 7mm ssd 3d nand 530mb s read 510mb s write 92k 83k iops retail,,crucial mx300 750gb ssd sata 6gbps 3d nand 7mm solid state drive ct750mx300ssd1 d ocuk,ct750mx300ssd1 read speed 530mb sec write speed 510mb sec flash 3d nand controller marvell buffer 0mb,crucial,1,1626161#5964914
m rock ships new camera bags for mini cams cameras with lenses ecoustics com,,,western digital caviar blue 1tb sata 6gb s 7200rpm 64mb cache 3 5in hard drive oem wd sata3 ncix,,,1,15659664#1736481
intel core i5 4670 haswell processor ln50788 bx80646i54670 scan uk,intel core i5 4670 lga 1150 haswell quad core 3 4ghz base 3 8ghz turbo 1200mhz gpu 84w cpu retail,,b grade intel core i5 3570 3 40ghz ivybridge socket lga1155 processor 77w retail lg ocuk,quad core technology 3 40ghz clock speed 22nm process 6mb l3 cache dual channel ddr3 controller integrated hd 2500 graphics 3 year warranty,intel,0,3304447#6492788
"null , 356816 001 ml350t g4p xeon 3 2 2mb 512mb",description proliant ml350 g4p 4u tower server 3 2ghz xeon 512mb ddr2hewlett packard part 356816 001,hp enterprise,hp bl460c g7 intel xeon e5607 processor kit prijzen tweakers,,,0,13999682#10693245
seagate 4tb barracuda sata 6gb s 3 5 internal hard drive st4000dm004 macconnection,,,wd blue wd40ezrz hard drive 4 tb sata 6gb s internal desktop drives cdw com,this hard drive offers stunning capacity and ensures your colors never fade,,0,1772656#1173508
asus hd 7850 directcu ii v2 2048mb gddr5 pci express graphics card graphic ocuk,core 860mhz memory 2048mb 4800mhz gddr5 stream processors 1024 directx 11 support ati crossfirex ready ati eyefinity ati stream ati avivo hd ati hd3d technology 3 year warranty,asus,gigabyte nvidia geforce gtx 1060 3gb mini itx oc graphics card ln74506 gv n1060ixoc 3gd scan uk,gigabyte geforce gtx 1060 mini itx oc 3gb gddr5 vr ready graphics card 1152 core 1531mhz gpu 1746mhz boost,,0,1361918#565933
"491316 001 hp dl380 g6 2p x5550 2 66ghz 12gb , null",description hp proliant dl380 g6 rack mountable 2u 2 way x xeon x5550 66ghz 8mb 95w ddr3 1333 12gb 6 2gb pc3 10600r registered dimms nc382i dual port gigabit adapters smart array p410i 512mb bbwc controller 8 5 inch sff hot swap sas sata bays slim dvd rw drive 750w plug power supplies fans n 1 redundancy standard part 491316 001,hp enterprise,"512743 001 hp 72 gb 6g 15k 2 5 dp sas hdd , null",description 72gb 2 5 inch serial attached scsi sas sff 6g dual port hot plug 15k hard disk drivefor g1 g7 proliant serversgenuine hpe number and firmwaregenuine certified drivepart s option part 512545 b21 spare 512743 001 assembly 512544 model dh0072faqrd,hp enterprise,0,17522260#17504136
"null , bf036863b5 hp 36 4 gb u320 scsi 15k",description 36 4gb ultra320 3 5 inch scsi hot plug 15k hard drivein hpe drive tray as pictured genuine serial number and firmwarepart s bf036863b5,hp enterprise,hp 36 gb 10k rpm fc disk hard drive product data internal drives 238590 b21,"long product name hp 36 gb 10k rpm fc disk hard disk drive the short editorial description of hp 36 gb 10k rpm fc disk hard disk drive hp fiber channel hard disk drives ,  more short summary description hp 36 gb 10k rpm fc disk hard disk drive this short summary of the hp 36 gb 10k rpm fc disk hard disk drive data sheet is auto generated and uses the product title and the first six key specs hp 36 gb 10k rpm fc disk long summary description hp 36 gb 10k rpm fc disk hard disk drive hp 36 gb 10k rpm fc disk this is an auto generated long summary of hp 36 gb 10k rpm fc disk hard disk drive based on the first three specs of the first five spec groups",hp,0,15175188#14958098
