ltable_title,ltable_description,ltable_brand,rtable_title,rtable_description,rtable_brand,label,id
"432103 b21 hp smart array p600 512 controller , null",description hp smart array p600 512 bbwc controller factory integrated onlypart number s manufacturer part 432103 b21,hp enterprise,"495942 b21 hp e5506 2 13ghz ml370 g6 , null",description intel xeon e5506 dl ml370 g6 2 13ghz 4 core 4mb 80w ddr3full processor option kitpart number s part 495942 b21,hp enterprise,0,17361189#17459426
48 32 4006 shop for drill bits dale electric supply co,,milwaukee electric tool corp,thinkpad 180 gb m 2 sata opal solid state drive storage lenovo australia,,,0,570909#8768452
sandisk ixpand 64gb zilver prijzen tweakers,,,corsair flash voyager slider x2 128 gb usb 3 0 drive blue cmfsl3x2 128gb novatech,,corsair,0,5881304#12417345
zotac geforce gtx 1080 ti amp edition prijzen tweakers,,,asus ex gtx1050 2g prijzen tweakers,,,0,8209356#14215483
intel nuc nuc5i5ryh i5 5250u pccomponentes,,,apple macbook air 13 1 6ghz intel core i5 notebook computer mmgf2ll a,,apple,0,3737488#11284021
corsair vengeance pc3 12800 ddr3 1600 8gb 2x4gb cl9 pccomponentes,,,corsair vengeance 16gb 2x 8gb 1600mhz ddr3 ram 2x8gb dual channel pc3 12800 cmz16gx3m2a1600c10 ccl computers,corsair vengeance ddr3 memory modules are designed with overclockers in mind vengeance dimms are built using ram specially selected for their high performance potential aluminum heat spreaders help dissipate heat and provide the aggressive look that you want in your gaming rig as a bonus the attractive low price of vengeance memory will also leave lots of room in your system build budget vengeance memory is designed specifically for the latest cpus vengeance modules run at 1 5v for maximum compatibility with all intel core i3 i5 and i7 processors as well as the 2nd generation intel processor family vengeance ddr3 memory is available in single modules and two or three module kits making it easy for you to match the dimm population requirements of your motherboard most vengeance dimms are built with two gigabit ram ics these extra dense memory chips allow you to have 8gb of memory using only two dimms or to populate your triple channel system with up to an insanely large 24gb of system memory for extreme multitasking performance,corsair,0,16832800#3781537
amd ryzen 7 1800x box,procesador cpu 8c 16t unlocked auto oc 3 6 4 0ghz zen summit ridge 14nm socket am4 ram dual ddr4 4mb l2 16mb l3 cache 95w 20x pcie,,amd ryzen 5 1600 6 core am4 cpu processor with wraith spire 95w cooler ln79704 yd1600bbaebox scan uk,amd ryzen 5 1600 s am4 six core 12 thread 3 2ghz 3 6ghz turbo 16mb cache 65w cpu retail wraith spire cooler,,0,3334381#7389198
"338974 b21 dl760 g2 8p xeon 2 5ghz 8 g , null wholesale price",description dl760 g2 8x xeon 2 5 inchghz 8gb ram 4x 36 4gb 10k ultra320 harddrives part 338974 b21,hp enterprise,"null , 359623 b21 bl20p g2 xeon 2 8ghz 1m 512mb",description bl20pg2 xeon 2 8ghz 1m 512mb 1p blade manufacturer part 359623 b21,hp enterprise,0,16318731#16935737
hp probook 640 g3 i5 7200u 8gb 256gb ssd 14 w10pro 2013 ultraslim docking station negro black friday 2017,windows 10 pro 64 procesador intel core i5 7200u pantalla fhd sva edp de 35 56 cm 14 memoria 8gb ddr4 2133 sdram disco duro unidad turbo hp z de 256gb ssd pcle combo de intel dual band wireless ac 7265 802 11a b g n ac 2x2 wifi y bluetooth 4 2 no vpro,,port til hp probook 640 g3 core i5 8gb ssd 256gb store espa a,saque el m ximo provecho de su inversi n con configuraciones que admiten la tecnolog a y los dispositivos heredados de hoy en d a el hp probook 640 est equipado con las funciones de seguridad y productividad m s recientes y es compatible con sus actuales inversiones en it windows 10 pro 64 procesador intel core i5 7200u pantalla fhd sva edp de 35 56 cm 14 memoria 8 gb ddr4 2133 sdram disco duro unidad turbo hp z de 256 gb ssd pcle garant a limitada est ndar de 1 a o para piezas y mano de obra seg n el pa s actualizaciones disponibles garant a limitada de 1 a o para la bater a principal,,1,1782497#3347048
thinkpad backpack mochila pro 15 6 negro black friday 2017,,,asus vivobook pro n552vx fy024t i7 6700hq 8gb 1tb nvida gtx950 4gb w10 b9440ua gv0132r 7500u 256gb ssd 14 led fhd w10pro,windows 10 home 64 bit edition intel core i7 6 gen 6700hq quad core 8gb memoria ram ddr4 a 2133mhz 1tb disco duro sata 6gb s graficos nvidia geforce gtx950m 4gb gddr3 15 6 ips full hd 1920x1080,,0,15397667#210116
sapphire pulse radeon rx 580 4gd5 11265 09 prijzen tweakers,,,nvidia quadro k1200 graphics card 4 gb ram vcqk1200dp pb video cards cdw com,nvidia quadro k1200 incredible 3d application performance in a flexible form factor now included in the box a full height bracket lets this single slot and low profile board fit into any full height atx desktop mid tower or desk side tower enclosure the quadro k1200 is the perfect choice for manufacturing or media entertainment professionals who are transitioning to 4k applications workflows and photorealistic hdr high dynamic range rendering enabled by nvidia iray 512 cuda cores and 4 gb of gddr5 gpu memory with fast bandwidth enables your customers to create large complex 3d models and an all new display engine drives up to four displays natively with displayport 1 2 support for true 4k resolutions like 3840 x 2160 at 60 hz with 30 bit color designed and built specifically for professional workstations nvidia quadro gpus power more than 100 professional applications across a broad range of industries including manufacturing media and entertainment sciences and energy professionals trust them to realize their most ambitious visions whether its product design visualization and simulation or spectacular visual storytelling and get results to market faster pny provides unsurpassed service and commitment to its professional graphics customers offering pre and post sales support dedicated quadro field application engineers and direct tech support hot lines in addition pny delivers a complete solution including the appropriate adapters cables brackets software installation disc and documentation to ensure a quick and successful install,,0,4537635#3704374
hp spectre x360 13 ac004na 4k convertible laptop laptops store uk,,,hp envy x360 15 bp100na convertible laptop store uk,optimized for inking the envy x360 draws out a more productive more creative you its responsive design adapts to your every move simplifying your most demanding tasks transforming workflow and enhancing creativity with every stroke of the pen windows 10 home 64 intel core i5 8250u 1 6 ghz base frequency up to 3 4 ghz with intel turbo boost technology 6 mb cache 4 cores 39 6 cm 15 6 diagonal fhd ips micro edge wled backlit multitouch enabled edge to edge glass 1920 x 1080 8 gb memory 1 tb hdd storage 128 gb ssd storage nvidia geforce 150mx audio by bang olufsen windows hello webcam active stylus pen included hp fast charge backlit keyboard usb c faster 2x2 wi fi,,0,13435661#6333052
intel core i5 4670 3 4ghz box pccomponentes,,,intel core i5 4670 comprar powerplanetonline,,intel,1,15085604#11671882
"632429 003 hp g8 g9 400 gb 6g 2 5 sas slc ssd , null new wholesale price",description hp 400gb 6g slc single level cell enterprise performance ep 2 5 inch sff serial attached scsi sas solid state drivein hpe sc smart carrier g8 g9 drive tray as pictured genuine hpe serial number and firmwaregenuine hpe certified solid state drive part number s option part 653082 b21 spare part 653962 001 assembly part 632429 003 assembly part 632520 006 model eo0400fbrwa,hp enterprise,"null , 632429 003 hp g8 g9 400 gb 6g 2 5 sas slc ssd",description 10 x hp 400gb 6g slc single level cell enterprise performance ep 2 5 inch sff serial attached scsi sas solid state drivein hpe sc smart carrier g8 g9 drive tray as pictured genuine number and firmwaregenuine certified part s option 653082 b21 spare 653962 001 assembly 632429 003 632520 006 model eo0400fbrwa,hp enterprise,1,9346450#17522698
intel core i7 7700 kaby lake desktop processor cpu ln76876 bx80677i77700 scan uk,intel core i7 7700 s 1151 kaby lake quad core 8 thread 3 6ghz 4 2ghz turbo 8mb cache 1150mhz gpu 65w cpu box,,intel i7 7700 quad core 3 6ghz lga1151 processor,,,1,1749150#8782130
amd ryzen 5 1600x boxed zonder koeler prijzen tweakers,,,amd a10 9700e boxed prijzen tweakers,,,0,12009502#15402754
1 port pci express 10g sfp network adapter card from startech com ln71270 pex10000sfp scan uk,startech 1 port pci express 10g sfp network adapter card,,lenovo 512gb thinkpad pcie nvme 3x4 m 2 internal solid state drive 4xb0k48502,,,0,15432356#6084193
"null , 445974 b21 hp opteron 2354 2 2ghz dl165 g5 new wholesale price",description hp amd opteron 2354 dl165 g5 2 2ghz 4 core 2mb 75w acp full processor option kitpart number s manufacturer part 445974 b21,hp enterprise,572071 b21 hp 60 gb 2 5 mdl sata ssd,description hp 60gb 2 5 inch hot plug midline mdl serial ata sata ssd solid state drive for g1 g7 proliant serversgenuine hpe number and firmwaregenuine certified drivepart s option part 572071 b21 spare 572252 001 assembly 570774 model mk0060eavdr,hp enterprise,0,14709929#8246981
"null , 601248 b21 hp e5507 2 26ghz ml350 g6",description intel xeon e5507 ml350 g6 2 26ghz 4 core 800mhz 4mb 80w full processor option kitpart number s part 601248 b21,hp enterprise,hp xeon e5506 boxed prijzen tweakers,,,0,14642104#6608062
asus zenbook 3 ux390ua gs042t i5 7200u 8gb 256gb ssd 12 5 w10 azul oro deluxe ux490ua be012t i7 7500u 16gb 512gb 14 azu,12 5 i5 7200u 8gb ssd256gb win10,,workstation port til hp zbook studio g4 full hd 8gb ssd 256gb turboz nvidia quadro 4gb store espa a,construida para visionarios creativos la hp zbook studio ofrece una potencia de estaci n de trabajo de escritorio en un dise o m vil e impactante que es tambi n ligero y elegante windows 10 pro 64 intel core i7 7700hq pantalla 39 6 cm 15 6 memoria ddr4 de 8 gb disco duro 256 gb hp z turbo drive pcle ssd gr ficos nvidia quadro m1200 gddr5 dedicado de 4 gb,,0,17098830#9295211
wd purple surveillance 2tb 64 mb cache 3 5 sata iii hdd wd20purz ocuk,2tb capacity 3 5 inch sata 6gb s interface 5400rpm spin speed 64mb cache 3 year warranty,wd,seagate ironwolf 1tb st1000vn002 nas internal hard drive hdd ln79515 scan uk,1tb seagate ironwolf nas hard drive 3 5 sata iii 6gb s 5900rpm 64mb cache,,0,17367951#7599201
placa de rede asus n150 pce n10 90 ig1q003m00 0pa0 pcdiga,backtoschoolasusnetworkadaptador de rede sem fios pci e 150mbps 802 11b g n wps wi fi protected setup configure rapidamente uma liga o sem fios segurasoftware ap ligue o seu port til e consola de jogos internetsuporta os m todos wep wpa psk e wpa2 psk para seguran a melhoradafluxo de configura o wpsconfigure rapidamente uma liga o de rede sem fios software apo modo software ap permite que a placa wlan funcione como um ponto de acesso virtual o computador necessita de estar ligado a uma rede com fios usando uma liga o ethernet para fornecer acesso de rede a um cliente wlan norma ieee 802 11 b g ninterface pci expressantena 1 x antena r smafrequ ncia de funcionamento 2 4ghzcanal de opera o 11 para am rica do norte 14 jap o 13 europa etsi taxa de dados 802 11 a b g n downlink at 150mbps uplink at 150mbps 20 40mhz sa da de energia modo b 15 5 18 5 dbmmodo g 13 5 15 5 dbmmodo n 12 5 14 5 dbmmodula o cck dqpsk dbpsk ofdmadministra o software apseguran a 64 bit wep 128 bit wep wpa2 psk wpa psk wps,asus,intel gigabit pro 1000 ct desktop adapter pci express expi9301ct expi9 ocuk,,intel,0,12264862#4162792
western digital mycloud 4tb hdd 4000 gb 10 100 1000 mbit s scrivania bianco,,,wd60efrx6tb disco duro 3 5 edici n red nas 64mb interno wd60efrx western digital,western digital edici n red modelo wd60efrx disco duro nas 6tb esta unidad de almacenamiento de 3 5 de bajo consumo energ tico y silencioso esta especialmente indicada para instalar en equipos nas mejorando as el rendimiento de estos servidores,western digital,0,4231427#5426805
intel core i5 7600k 4x 3 80ghz boxed without cooler,the core i5 7600k 3 8 ghz quad core lga 1151 processor from intel has a base clock speed of 3 8 ghz and comes with features such as intel turbo boost 2 0 technology with intel turbo boost 2 0 technology the maximum turbo frequency this processor can achieve is 4 2 ghz additionally this processor features 4 cores with 4 threads in an lga 1151 socket and has 6mb of cache memory having 4 cores allows the processor to run multiple programs simultaneously without slowing down the system while the 4 threads allow a basic ordered sequence of instructions to be passed through or processed by a single cpu core this processor also supports up to 64gb of ddr4 2400 2133 and ddr3l 1600 1333 ram at 1 35v has aes new instructions 14nm lithography and utilizes 7th generation kaby lake technology graphically the core i5 7600k 3 8 ghz quad core lga 1151 processor uses integrated intel hd graphics 630 this processor is also unlocked meaning that it can be overclocked past its maximum turbo frequency however overclocking past the maximum turbo frequency is not recommended not only will it cause the processor to run much hotter it will also void the limited 3 year warranty,intel,intel core i5 6600k 3 9ghz skylake socket lga1151 processor retail processo ocuk,quad core technology 3 50ghz clock speed 14nm process 6mb l3 cache dual channel ddr3 ddr4 controller integrated iris dx12 graphics 3 year warranty,intel,0,12401059#14423766
