ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,originalRightId
microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft microsoft office pro 2004 software suite mac apple & mac software,microsoft,229.99,"('title',)",0@225
microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft microsoft office pro 2004 software suite mac apple & mac software,,229.99,"('title', 'manufacturer')",0@225
microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft microsoft office pro 2004 software suite mac apple & mac software,microsoft,498.95,"('title', 'price')",0@225
microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft microsoft office pro 2004 software suite mac apple & mac software,microsoft,229.95,"('title',)",0@578
microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft microsoft office pro 2004 software suite mac apple & mac software,,229.95,"('title', 'manufacturer')",0@578
microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft microsoft office pro 2004 software suite mac apple & mac software,microsoft,498.95,"('title', 'price')",0@578
microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft microsoft office pro 2004 software suite mac apple & mac software,microsoft,449.95,"('title',)",0@604
microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft microsoft office pro 2004 software suite mac apple & mac software,,449.95,"('title', 'manufacturer')",0@604
microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft microsoft office pro 2004 software suite mac apple & mac software,microsoft,498.95,"('title', 'price')",0@604
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,39.95,"('title',)",1@2998
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,39.95,"('title', 'manufacturer')",1@2998
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@2998
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,249.95,"('title',)",1@2847
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,249.95,"('title', 'manufacturer')",1@2847
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@2847
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,199.99,"('title',)",1@2853
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,199.99,"('title', 'manufacturer')",1@2853
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@2853
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,148.95,"('title',)",1@2137
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,148.95,"('title', 'manufacturer')",1@2137
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@2137
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,209.99,"('title',)",1@998
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,209.99,"('title', 'manufacturer')",1@998
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@998
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,399.99,"('title',)",1@1010
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,399.99,"('title', 'manufacturer')",1@1010
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@1010
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,99.95,"('title',)",1@2867
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,99.95,"('title', 'manufacturer')",1@2867
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@2867
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,145.99,"('title',)",1@945
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,145.99,"('title', 'manufacturer')",1@945
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@945
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,46.95,"('title',)",1@1485
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,46.95,"('title', 'manufacturer')",1@1485
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@1485
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,331.77,"('title',)",1@2411
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,331.77,"('title', 'manufacturer')",1@2411
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@2411
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,29.97,"('title',)",1@3209
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,29.97,"('title', 'manufacturer')",1@3209
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@3209
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,97.36,"('title',)",1@2474
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,97.36,"('title', 'manufacturer')",1@2474
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@2474
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,89.99,"('title',)",1@2518
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,89.99,"('title', 'manufacturer')",1@2518
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@2518
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,234.95,"('title',)",1@1159
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,234.95,"('title', 'manufacturer')",1@1159
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@1159
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,169.56,"('title',)",1@1095
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,169.56,"('title', 'manufacturer')",1@1095
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@1095
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,9676.92,"('title',)",1@1886
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,9676.92,"('title', 'manufacturer')",1@1886
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@1886
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,228.95,"('title',)",1@2257
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,228.95,"('title', 'manufacturer')",1@2257
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@2257
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,299.99,"('title',)",1@2818
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,299.99,"('title', 'manufacturer')",1@2818
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@2818
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,79.95,"('title',)",1@2848
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,79.95,"('title', 'manufacturer')",1@2848
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@2848
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,2429.99,"('title',)",1@1011
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,2429.99,"('title', 'manufacturer')",1@1011
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@1011
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,124.95,"('title',)",1@1014
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),microsoft,124.95,"('title', 'manufacturer')",1@1014
microsoft microsoft office pro 2004 software suite mac apple & mac software,,498.95,microsoft office 2004 professional ( mac ),,499.99,"('title', 'price')",1@1014
appleworks 6.2.9,apple,79.0,apple appleworks 6.2.9 ( mac ),apple,1299.0,"('title',)",0@1111
appleworks 6.2.9,apple,79.0,apple appleworks 6.2.9 ( mac ),,1299.0,"('title', 'manufacturer')",0@1111
appleworks 6.2.9,apple,79.0,apple appleworks 6.2.9 ( mac ),apple,79.99,"('title', 'price')",0@1111
apple appleworks 6.2.9 ( mac ),,79.99,appleworks 6.2.9,,79.99,"('title',)",1@995
apple appleworks 6.2.9 ( mac ),,79.99,appleworks 6.2.9,apple,79.99,"('title', 'manufacturer')",1@995
apple appleworks 6.2.9 ( mac ),,79.99,appleworks 6.2.9,,79.0,"('title', 'price')",1@995
learn2 training for microsoft powerpoint,topics-entertainment-software - ( consignment ),9.99,learn2 training for microsoft powerpoint ( win 95 98 me nt 2000 xp ),microsoft,229.99,"('title',)",0@225
learn2 training for microsoft powerpoint,topics-entertainment-software - ( consignment ),9.99,learn2 training for microsoft powerpoint ( win 95 98 me nt 2000 xp ),topics-entertainment-software - ( consignment ),229.99,"('title', 'manufacturer')",0@225
learn2 training for microsoft powerpoint,topics-entertainment-software - ( consignment ),9.99,learn2 training for microsoft powerpoint ( win 95 98 me nt 2000 xp ),microsoft,9.99,"('title', 'price')",0@225
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,adobe,399.0,"('title',)",0@661
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,,399.0,"('title', 'manufacturer')",0@661
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,adobe,1865.99,"('title', 'price')",0@661
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,adobe,1199.0,"('title',)",0@897
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,,1199.0,"('title', 'manufacturer')",0@897
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,adobe,1865.99,"('title', 'price')",0@897
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,adobe,799.0,"('title',)",0@620
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,,799.0,"('title', 'manufacturer')",0@620
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,adobe,1865.99,"('title', 'price')",0@620
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,adobe,149.0,"('title',)",0@930
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,,149.0,"('title', 'manufacturer')",0@930
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,adobe,1865.99,"('title', 'price')",0@930
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,adobe,199.0,"('title',)",0@1174
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,adobe,1865.99,"('title', 'price')",0@1174
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,adobe,1199.0,"('title',)",0@588
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,,1199.0,"('title', 'manufacturer')",0@588
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,adobe,1865.99,"('title', 'price')",0@588
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,adobe,499.0,"('title',)",0@608
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,,499.0,"('title', 'manufacturer')",0@608
adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium,adobe,1865.99,"('title', 'price')",0@608
